판매소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업자등록번호,대형폐기물스티커판매여부,영업상태명,전화번호,지정일자,폐업일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
씨유방배리치빌점,서울특별시,서초구,"서울특별시 서초구 도구로1길 60, 1층(방배동)",서울특별시 서초구 방배동 471-4,37.4779837706,126.9863106745,441-43-00310,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU서래마을점,서울특별시,서초구,"서울특별시 서초구 동광로 163, 1층 101호(반포동)",서울특별시 서초구 반포동 85-9,37.4949116244,127.00001798,278-46-00988,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유방배서문점,서울특별시,서초구,"서울특별시 서초구 동광로 21 (방배동, 101호)",서울특별시 서초구 방배동 788-58,37.4910037679,126.9853440992,690-17-01284,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS더프레시 방배중앙점,서울특별시,서초구,서울특별시 서초구 동광로 35 (방배동),서울특별시 서초구 방배동 790-12,37.4915535381,126.9866571537,614-85-04345,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
에이원 텔레콤,서울특별시,서초구,"서울특별시 서초구 동광로 70 (방배동, 보배빌딩 1층)",서울특별시 서초구 방배동 813-7,37.4925869859,126.9902702784,114-05-30297,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 방배서래점,서울특별시,서초구,"서울특별시 서초구 동광로 88, 1층 (방배동, 부운빌딩)",서울특별시 서초구 방배동 807-2,37.4932607199,126.9921680036,402-27-35658,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 방배아이파크점,서울특별시,서초구,서울특별시 서초구 동광로 9 (방배동),서울특별시 서초구 방배동 2133,37.491022973,126.984057855,209-04-21629,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 방배파크점,서울특별시,서초구,서울특별시 서초구 동광로10길 21-7 (방배동),서울특별시 서초구 방배동 822-21,37.4901507282,126.9863829707,890-18-01881,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 방배이수역,서울특별시,서초구,서울특별시 서초구 동광로12가길 26 (방배동),서울특별시 서초구 방배동 1457,37.4874503156,126.9835365668,128-02-34398,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 방배홈타운점,서울특별시,서초구,서울특별시 서초구 동광로3길 21 (방배동),서울특별시 서초구 방배동 787-1,37.4919553644,126.9842734087,523-44-00550,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스25 반포서래마을점,서울특별시,서초구,"서울특별시 서초구 동광로43길 51-13, 지1층(반포동)",서울특별시 서초구 반포동 551-32,37.4972471218,127.0007123254,469-29-00947,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
푸드얍 양재점,서울특별시,서초구,"서울특별시 서초구 동산로 71, 1층(양재동, 마승빌딩)",서울특별시 서초구 양재동 291-16,37.4723305749,127.0463013747,221-85-20648,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
홈플러스익스프레스 양재점,서울특별시,서초구,"서울특별시 서초구 동산로 72 (양재동, 신영bd1층)",서울특별시 서초구 양재동 391,37.4721741956,127.0466677788,843-24-01829,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 서초양재점,서울특별시,서초구,서울특별시 서초구 동산로 9-9(양재동),서울특별시 서초구 양재동 326-3,37.4695149708,127.0402502189,214-85-44773,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 양재점,서울특별시,서초구,"서울특별시 서초구 동산로12길 4, 1층(양재동, 유성빌딩)",서울특별시 서초구 양재동 376-2,37.4715529487,127.045043137,292-19-02477,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 양재강남점,서울특별시,서초구,"서울특별시 서초구 동산로15길 6, 1층(양재동)",서울특별시 서초구 양재동 290,37.472741477,127.0466542265,214-14-23201,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스(GS)25 서초베스트,서울특별시,서초구,"서울특별시 서초구 동산로19길 35-1, 1층 (양재동)",서울특별시 서초구 양재동 300,37.4740279128,127.0462631932,521-63-00405,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜이마트에브리데이 양재점,서울특별시,서초구,서울특별시 서초구 동산로2길 16 (양재동),서울특별시 서초구 양재동 331,37.4691320157,127.0416242785,214-81-25544,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 양재씨티점,서울특별시,서초구,"서울특별시 서초구 동산로2길 50, 1층 (양재동, 가보빌딩)",서울특별시 서초구 양재동 347-5,37.4678650842,127.0431865966,245-01-02189,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
영동농협,서울특별시,서초구,서울특별시 서초구 동산로6길 3 (양재동),서울특별시 서초구 양재동 372,37.4708412057,127.0434517051,229-82-00984,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 가산STXV타워점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 128 에스티엑스브이타워 103호,서울특별시 금천구 가산동 371-37,37.477236519,126.883695162,111-19-27392,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
CU금천하이시티점,서울특별시,금천구,"서울특별시 금천구 가산디지털1로 131 BYC HIGHCITY 108호,109호",서울특별시 금천구 가산동 371-17,37.4770478235,126.8822154519,733-02-03120,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25 가산SKV1,서울특별시,금천구,"서울특별시 금천구 가산디지털1로 136 B동 1층 101, 102호",서울특별시 금천구 가산동 371-36,37.4779523945,126.8835363389,387-75-00583,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
이마트24 가산포휴점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 225 에이스 가산 포휴 101호,서울특별시 금천구 가산동 517-4,37.4850725319,126.8788844501,117-47-00642,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
세븐일레븐 가산테크노점,서울특별시,금천구,서울특별시 금천구 가마산로 96 대륭테크노타운8차 106호,서울특별시 금천구 가산동 481-11,37.4852607302,126.877464812,280-16-02041,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25 가산골드타워,서울특별시,금천구,서울특별시 금천구 가산디지털1로 100 115호,서울특별시 금천구 가산동 345-2,37.4747107244,126.8848542858,118-82-71874,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
CU가산에스케이점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 119 SK트윈테크타워 1층,서울특별시 금천구 가산동 345-9,37.4760631854,126.8829253903,119-18-98706,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
CU대륭승리점,서울특별시,금천구,"서울특별시 금천구 가산디지털1로 5 대륭테크노타운 20차 112호,113호",서울특별시 금천구 가산동 691,37.4667454838,126.8867188307,141-46-00987,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
이마트24 R가산에이원점,서울특별시,금천구,"서울특별시 금천구 가산디지털1로 205-27 1층 107,108호",서울특별시 금천구 가산동 459-7,37.4828005039,126.8788022278,692-14-01784,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
세븐일레븐 금천벽산점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 219 벽산디지털밸리6차 1층 103-1호,서울특별시 금천구 가산동 481-4,37.4844978892,126.8789921122,359-01-04133,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
emart24GBC,서울특별시,금천구,서울특별시 금천구 가산디지털1로 165 가산비지니스센터 101호,서울특별시 금천구 가산동 371-6,37.4802275551,126.8810275168,210-05-16180,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
이마트24 가산디지털역점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리  A동201호,서울특별시 금천구 가산동 371-28,37.4799664299,126.8826362002,119-22-92112,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
하안슈퍼,서울특별시,금천구,경기도 광명시 하안로 364 하안9단지고층주공아파트 상가 1층,경기도 광명시 하안동 13,37.4680746244,126.8785247113,133-08-69213,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
세븐일레븐 가산후지필름점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 222 한국후지필름 복합주거시설 1층 근생3호,서울특별시 금천구 가산동 775,37.4850133258,126.8801115483,332-54-00405,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
이마트24 가산SKV1점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 171 가산 SK V1 center 126호,서울특별시 금천구 가산동 371-41,37.4807624026,126.8806787815,215-27-20890,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
석수할인마트,서울특별시,금천구,경기도 안양시 만안구 경수대로 1426 1층,경기도 안양시 만안구 석수동 374-7,37.4337400436,126.9038355884,123-33-98687,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25 석수호암점,서울특별시,금천구,경기도 안양시 만안구 경수대로1406번길 58 1층,경기도 안양시 만안구 석수동 878,37.4337753178,126.9055425959,622-05-70830,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
제일식당,서울특별시,금천구,서울특별시 금천구 가마산로 70 1층,서울특별시 금천구 가산동 535-3,37.4848813404,126.8743146003,119-03-58092,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
GS25 삼성알앤디점,서울특별시,서초구,서울특별시 서초구 성촌1길 6 (우면동),서울특별시 서초구 우면동 687-2,37.4658268176,127.0224068695,752-11-00223,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
초록마을 반포점,서울특별시,서초구,"서울특별시 서초구 신반포로 100 103,104,105호",,,,105-86-05788,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 신반포역점,서울특별시,서초구,"서울특별시 서초구 신반포로 100, 1층 102호 (반포동)",서울특별시 서초구 반포동 18-4,37.5030849343,126.9956935962,297-08-03062,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜신세계 강남점,서울특별시,서초구,서울특별시 서초구 신반포로 176(반포동),서울특별시 서초구 반포동 19-3,37.503935177,127.0024130068,201-81-32195,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스25(GS)S9 고속터미널역점,서울특별시,서초구,서울특별시 서초구 신반포로 188 강남고속터미널역,,,,175-12-01704,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
두기식품,서울특별시,서초구,서울특별시 서초구 신반포로 189 (잠원동),서울특별시 서초구 잠원동 69-2,37.5065454039,127.0048681415,114-01-91525,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
노브랜드 강남터미널점,서울특별시,서초구,"서울특별시 서초구 신반포로 194 지하층 대형1호(반포동,서울고속버스터미널본관)",,,,206-86-50193,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
한살림남서울소비자생활협동조합 반포매장,서울특별시,서초구,"서울특별시 서초구 신반포로 219, 8동 1층 (잠원동, 반포쇼핑타운)",서울특별시 서초구 잠원동 69-22,37.5075121874,127.008065342,238-82-00479,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
롯데쇼핑 ㈜ 롯데슈퍼 잠원점,서울특별시,서초구,서울특별시 서초구 신반포로 257 (잠원동),서울특별시 서초구 잠원동 58-24,37.508620276,127.0119359462,114-85-22751,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
굿데이,서울특별시,서초구,"서울특별시 서초구 신반포로 27-6, 1층 다열 7호 (반포동, 한신종합상가)",서울특별시 서초구 반포동 885,37.5020074092,126.987786107,114-01-20165,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 논현최강점,서울특별시,서초구,"서울특별시 서초구 신반포로 329 (잠원동, 1층)",서울특별시 서초구 잠원동 40-9,37.5108041147,127.019505342,159-15-02041,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
롯데쇼핑㈜롯데슈퍼 신반포점,서울특별시,서초구,서울특별시 서초구 신반포로15길 29 (반포동),서울특별시 서초구 반포동 2-8,37.505470576,126.9946958229,114-85-20845,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
신반포문구,서울특별시,서초구,서울특별시 서초구 신반포로23길 30 (잠원동),서울특별시 서초구 잠원동 72-2,37.5087856196,127.0035444179,114-02-37246,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스(GS)25 잠원하이츠,서울특별시,서초구,"서울특별시 서초구 신반포로23길 78-11, 1층(잠원동)",서울특별시 서초구 잠원동 71-4,37.5115829726,127.0057344166,449-18-01363,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 잠원로얄점,서울특별시,서초구,"서울특별시 서초구 신반포로33길 64, 1층 101호(잠원동,로얄상가)",서울특별시 서초구 잠원동 63-34,37.5133110985,127.0086889743,774-85-00582,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
즐거운마트,서울특별시,서초구,서울특별시 서초구 신반포로45길 29-6 (잠원동),서울특별시 서초구 잠원동 43-17,37.511810017,127.0182461525,114-08-32883,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
신흥슈퍼,서울특별시,서초구,서울특별시 서초구 신흥안길 90 (내곡동),서울특별시 서초구 내곡동 1-1110,37.4549696391,127.0805119657,214-14-18523,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스 늘봄스토어(서울도로교통공단점),서울특별시,서초구,"서울특별시 서초구 양재대로 242, 지상1층 (염곡동, 도로교통공단서울특별시지부)",서울특별시 서초구 염곡동 300-11,37.4657202196,127.0444225632,101-82-85744,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
남서울농업협동조합 하나로마트,서울특별시,서초구,서울특별시 서초구 양재대로2길 116-19 (우면동),서울특별시 서초구 우면동 763,37.4568752247,127.0159875631,661-82-00117,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
서초우면에코리치점,서울특별시,서초구,서울특별시 서초구 양재대로2길 116-6,서울특별시 서초구 우면동 766,37.4564802019,127.0154514059,494-47-00350,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
현대마트,서울특별시,서초구,"서울특별시 서초구 양재대로2길 33, 상가동1층102호(우면동,엘에이치서초4단지)",서울특별시 서초구 우면동 788,37.4582093305,127.0240958145,206-40-08682,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
진로할인마트,서울특별시,서초구,"서울특별시 서초구 양재대로2길 34 (양재동, 103호)",서울특별시 서초구 우면동 784,37.457582243,127.0221668295,475-34-00136,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 우면사랑점,서울특별시,서초구,"서울특별시 서초구 양재대로2길 8, 1층 101호(우면동, 서초리슈빌에스글로벌)",서울특별시 서초구 우면동 787,37.4597249378,127.024464323,618-51-00574,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스25(GS25) 서초스타힐스점,서울특별시,서초구,"서울특별시 서초구 양재대로2길 90, 상가2동 105~106호 (우면동 서초힐스)",서울특별시 서초구 우면동 773,37.4576052707,127.0175705311,465-28-01423,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 양재오피스점,서울특별시,서초구,"서울특별시 서초구 양재천로17길 26, 1층 (양재동)",서울특별시 서초구 양재동 110-18,37.4762935029,127.0370613254,219-55-00905,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 양재11호점,서울특별시,서초구,"서울특별시 서초구 양재천로21길 28, 1층 (양재동)",서울특별시 서초구 양재동 97,37.4769238012,127.0394365795,214-85-20320,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스25 언남윤현점,서울특별시,서초구,"서울특별시 서초구 언남11길 33, 1층(양재동, 홍익빌딩)",서울특별시 서초구 양재동 266,37.4754736853,127.042887541,480-21-01665,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
이마트24 양재매헌점,서울특별시,서초구,"서울특별시 서초구 언남12길 1 (양재동, 1층)",서울특별시 서초구 양재동 305-11,37.4743110841,127.044426856,214-14-44225,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 양재알뜰점,서울특별시,서초구,"서울특별시 서초구 언남9길 7-4 (양재동, 1층)",서울특별시 서초구 양재동 254-5,37.4738256625,127.0425985475,123-24-93676,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 양재언남점,서울특별시,서초구,"서울특별시 서초구 언남길 79, 1층 (양재동)",서울특별시 서초구 양재동 279-6,37.4752822322,127.0455065156,784-43-01064,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 서초염곡점,서울특별시,서초구,서울특별시 서초구 염곡말길 19,서울특별시 서초구 염곡동 106-7,37.4620172838,127.0522510298,611-16-01829,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
열린장터,서울특별시,서초구,서울특별시 서초구 염곡말길 25,서울특별시 서초구 염곡동 124-3,37.4624885097,127.0526641546,758-90-00449,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
윤정상회,서울특별시,서초구,서울특별시 서초구 염곡안길 7 (염곡동),서울특별시 서초구 염곡동 87-6,37.4622113721,127.050359224,214-10-93499,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
들밤나들이,서울특별시,서초구,서울특별시 서초구 원터3길 2 (양재동),서울특별시 서초구 원지동 414-2,37.4432674434,127.056231217,120-02-20075,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 잠원타운점,서울특별시,서초구,"서울특별시 서초구 잠원로 148 (잠원동, 잠원연합상가)",서울특별시 서초구 잠원동 56-3,37.51626448,127.0100635406,114-06-85125,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 잠원점,서울특별시,서초구,서울특별시 서초구 잠원로 204 상가1동 105호,,,,342-60-00572,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 잠원한강점,서울특별시,서초구,서울특별시 서초구 잠원로 221 (잠원동),서울특별시 서초구 잠원동 49-8,37.5209598262,127.0155342622,865-37-00136,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 자이중앙점,서울특별시,서초구,서울특별시 서초구 잠원로 24( 반포동 ),서울특별시 서초구 반포동 20-45,37.5071156981,127.0098732086,217-05-41827,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스25 잠원브라운점,서울특별시,서초구,"서울특별시 서초구 잠원로 46-6, 1층 101호(잠원동)",서울특별시 서초구 잠원동 67-6,37.5087367714,127.0089257337,259-01-00706,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 잠원현대점,서울특별시,서초구,"서울특별시 서초구 잠원로12길 4 상가동제B1층 (잠원동, 잠원현대아파트)",,,,615-64-00497,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 롯데럭키점,서울특별시,서초구,서울특별시 서초구 잠원로14길 29 (잠원동),서울특별시 서초구 잠원동 50-2,37.5178537191,127.0154492334,114-04-55990,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유서초그린점,서울특별시,서초구,"서울특별시 서초구 잠원로3길 40,1층 102호,103-1호(잠원동, 태남홀딩스)",서울특별시 서초구 잠원동 72-3,37.5082128473,127.0036587369,560-85-02638,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 잠원한신점,서울특별시,서초구,서울특별시 서초구 잠원로8길 13 (잠원동),서울특별시 서초구 잠원동 56-3,37.5152056928,127.0102694895,119-49-00526,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유남태령역점,서울특별시,서초구,서울특별시 서초구 전원말4길 2 (방배동),서울특별시 서초구 방배동 2877-13,37.4660025249,126.9892124072,114-07-87362,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스(GS25) 반포주흥점,서울특별시,서초구,"서울특별시 서초구 주흥13길 17, 1층 (반포동)",서울특별시 서초구 반포동 717,37.5083654394,127.0184852039,416-50-00947,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 반포스타점,서울특별시,서초구,"서울특별시 서초구 주흥9길 14-18, 1층 (반포동)",서울특별시 서초구 반포동 716-3,37.5075465016,127.0191414401,735-27-00234,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 반포2점,서울특별시,서초구,서울특별시 서초구 주흥길 12 (반포동),서울특별시 서초구 반포동 741,37.5044881374,127.0206982228,114-02-85734,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스25(GS25) 반포사랑점,서울특별시,서초구,"서울특별시 서초구 주흥길 27, 1층 (반포동)",서울특별시 서초구 반포동 728-30,37.5054310251,127.0191819545,483-34-01039,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 반포빌리지점,서울특별시,서초구,"서울특별시 서초구 주흥길 81, 101, 102호(반포동)",서울특별시 서초구 반포동 701-21,37.5095082314,127.018177956,790-18-01499,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜코리아세븐 서초내곡점,서울특별시,서초구,"서울특별시 서초구 청계산로 189, 109호(신원동)",서울특별시 서초구 신원동 607,37.448312087,127.0554111263,114-85-36366,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
하나로마트 청계산역점,서울특별시,서초구,서울특별시 서초구 청계산로 197 (내곡동),서울특별시 서초구 신원동 610,37.4477481893,127.0559673715,612-82-08868,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS 청계산입구역점,서울특별시,서초구,"서울특별시 서초구 청계산로 217, 1층 104-1호 (신원동)",서울특별시 서초구 신원동 662,37.4462685634,127.0573608113,266-02-00512,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
지에스(GS)25 내곡포레스타점,서울특별시,서초구,"서울특별시 서초구 청계산로7길 43, 상가동 101호 (신원동, 서초포레스타5단지)",서울특별시 서초구 신원동 579,37.4515881799,127.0572219009,177-18-01401,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
CU 내곡6단지점,서울특별시,서초구,서울특별시 서초구 청계산로9길 1-12 (신원동),서울특별시 서초구 신원동 619,37.4500125047,127.0557465877,678-64-00033,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
오피스디포가산중앙점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 181 가산 더블유센터 208호,서울특별시 금천구 가산동 371-106,37.4814249862,126.8803936042,119-14-95958,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
주식회사 CU가산플라츠,서울특별시,금천구,서울특별시 금천구 가산디지털1로 186 제이플라츠 104호,서울특별시 금천구 가산동 459-11,37.4819130873,126.8815811109,248-88-00861,Y,영업,,,,서울특별시 금천구청,2025-12-22,3170000,서울특별시 금천구
emart24 오라카이청계산호텔점,서울특별시,서초구,서울특별시 서초구 청계산로9길 1-7,서울특별시 서초구 신원동 604,37.4490981637,127.0546275174,502-85-43064,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜이마트에브리데이 서초내곡점,서울특별시,서초구,"서울특별시 서초구 청계산로9길 70(내곡동, 내곡에스에이치플라자)",서울특별시 서초구 내곡동 391,37.4534646426,127.0597987645,212-81-25544,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜코리아세븐 뉴서초방배점,서울특별시,서초구,"서울특별시 서초구 청두곶2길 3, 1층 일부 1호, 2호(방배동)",서울특별시 서초구 방배동 528-13,37.4787275445,126.9854776439,507-85-07160,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜이마트에브리데이 우면점,서울특별시,서초구,"서울특별시 서초구 태봉로 60 (우면동, 황금빌딩)",서울특별시 서초구 우면동 728,37.4635343719,127.0251062447,212-81-25544,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
씨유 우면네이처점,서울특별시,서초구,"서울특별시 서초구 태봉로 70, 1층 108, 109호(우면동, 우면프라자1차)",서울특별시 서초구 우면동 721-1,37.4645381768,127.0255830278,573-27-01616,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
금릉할인마트,서울특별시,서초구,"서울특별시 서초구 태봉로2길 5, 상가동 106호(우면동,서초네이처힐5단지)",서울특별시 서초구 우면동 730,37.4629803453,127.0242165961,815-06-02168,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 서초네이처힐점,서울특별시,서초구,서울특별시 서초구 태봉로2길 65 서초네이처힐4단지 후문 상가 1층,,,,214-14-15109,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
강남농협 하나로마트 내곡점,서울특별시,서초구,"서울특별시 서초구 헌릉로 176,1층(내곡동)",서울특별시 서초구 내곡동 376,37.4564780161,127.0594206077,108-82-32743,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
GS25 서초포레스타점,서울특별시,서초구,서울특별시 서초구 헌릉로8길 22 (내곡동),서울특별시 서초구 신원동 568,37.4547919737,127.0587840732,270-75-00252,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜코리아세븐 서초포레스타점,서울특별시,서초구,"서울특별시 서초구 헌릉로8길 22, 상가동 1층 103호(신원동, 서초포레스타3단지)",서울특별시 서초구 신원동 568,37.4547919737,127.0587840732,507-85-07608,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 방배역점,서울특별시,서초구,서울특별시 서초구 효령로 117(방배동),서울특별시 서초구 방배동 909-8,37.4814648523,126.9969414554,266-09-01387,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
세븐일레븐 방배효령점,서울특별시,서초구,서울특별시 서초구 효령로 165 (서초동),서울특별시 서초구 서초동 1490-49,37.4825381525,127.0022378619,214-85-35411,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
㈜코리아세븐 서초방배본점,서울특별시,서초구,서울특별시 서초구 효령로 18 (방배동),서울특별시 서초구 방배동 477-8,37.4771825893,126.987079144,316-85-09150,N,영업,,,,서울특별시 서초구청,2025-12-19,3210000,서울특별시 서초구
